cpu_usage,memory_usage,disk_usage,hour,minute,is_weekend,cpu_roll_mean_5,cpu_roll_std_5,cpu_roll_30min
11.1,26.8,42.1,20,32,False,6.799999999999997,5.346961754117893,11.934482758620689
1.8,18.4,42.1,20,33,False,6.859999999999997,5.2738031817654605,10.510344827586207
40.2,23.2,42.1,20,34,False,13.539999999999997,15.80895315952324,11.12413793103448
10.6,25.6,42.1,20,35,False,15.359999999999996,14.550017182120435,11.255172413793103
1.8,16.5,42.1,14,21,False,13.099999999999998,15.811704525445693,1.8
1.0,17.6,42.1,14,22,False,11.079999999999997,16.748492469473177,1.4
4.0,17.4,42.1,14,23,False,11.519999999999998,16.47033697287338,2.2666666666666666
1.3,17.1,42.1,14,24,False,3.739999999999997,4.010984916451256,2.025
5.8,17.4,42.1,14,25,False,2.7799999999999967,2.0571825392996748,2.78
1.8,17.1,42.1,14,26,False,2.7799999999999967,2.0571825392996748,2.6166666666666667
2.5,17.3,42.1,14,27,False,3.079999999999997,1.8294808006643488,2.6
2.0,17.3,42.1,14,28,False,2.679999999999997,1.796385259347074,2.525
4.3,17.3,42.1,14,29,False,3.2799999999999967,1.7195929750959886,2.7222222222222223
2.8,17.3,42.1,14,30,False,2.679999999999997,0.9884331034518493,2.7299999999999995
2.8,17.4,42.1,14,31,False,2.879999999999997,0.8584870412530761,2.7363636363636363
4.8,23.1,42.1,14,32,False,3.339999999999997,1.1653325705563524,2.908333333333333
10.3,21.8,42.1,14,33,False,4.999999999999997,3.094349689353085,3.476923076923077
6.7,23.4,42.1,14,34,False,5.479999999999997,3.14436003027636,3.707142857142857
12.5,22.4,42.1,14,35,False,7.419999999999997,3.9632057731083834,4.293333333333334
2.3,17.9,42.1,14,36,False,7.319999999999996,4.112420211991914,4.16875
73.0,22.0,42.1,14,37,False,20.959999999999997,29.346686354680664,8.217647058823529
2.0,25.3,42.1,14,38,False,19.299999999999997,30.31905341530306,7.872222222222222
9.8,26.3,42.2,14,39,False,19.919999999999995,30.02727093826544,7.973684210526316
18.0,48.2,42.2,14,40,False,21.019999999999996,29.787279164099566,8.475
24.1,47.4,42.2,14,41,False,25.38,27.897705998880987,9.219047619047618
4.0,44.5,42.2,14,42,False,11.579999999999998,9.359059781837049,8.981818181818182
7.2,42.9,42.2,14,43,False,12.619999999999997,8.251787685101924,8.904347826086957
5.6,43.6,42.2,14,44,False,11.779999999999998,8.805793547432266,8.766666666666667
11.0,44.8,42.2,14,45,False,10.379999999999999,8.097653981246646,8.856
2.3,44.4,42.2,14,46,False,6.019999999999998,3.3274614948935834,8.603846153846154
2.5,45.0,42.2,14,47,False,5.719999999999997,3.6106786065779137,8.377777777777778
3.8,47.9,42.2,14,48,False,5.039999999999997,3.582317685521399,8.214285714285714
18.1,45.9,42.2,14,49,False,7.539999999999997,6.8980432007924914,8.555172413793104
8.2,50.1,42.6,14,50,False,6.979999999999999,6.656350351356176,8.543333333333333
6.4,59.4,42.6,14,51,False,7.799999999999999,6.170494307589913,8.474193548387097
4.5,57.0,42.6,14,52,False,8.2,5.794393842327215,8.561290322580644
11.8,59.0,42.6,14,53,False,9.799999999999997,5.364233402826504,9.073333333333332
11.4,59.2,42.6,14,54,False,8.459999999999997,3.1540450218726357,9.41
2.8,59.3,42.6,14,55,False,7.379999999999997,4.059802950883147,9.31
17.1,59.5,42.6,14,56,False,9.519999999999998,5.842687737676865,9.82
1.5,60.5,42.6,14,57,False,8.919999999999998,6.592950780947753,9.786666666666667
7.1,65.7,42.6,14,58,False,7.979999999999999,6.412253893912775,9.956666666666669
14.8,68.6,42.6,14,59,False,8.659999999999998,7.017335676736547,10.306666666666667
3.0,63.2,42.6,15,0,False,8.7,6.976030389842032,10.313333333333333
5.6,63.3,42.6,15,1,False,6.399999999999997,5.178320190949907,10.161290322580646
12.5,47.6,42.6,15,2,False,8.599999999999998,4.90560903456437,10.663333333333334
4.6,47.0,42.6,15,3,False,8.099999999999998,5.214403129793433,10.473333333333334
30.5,50.8,42.6,15,4,False,11.239999999999998,11.361469975315678,11.26666666666667
35.3,49.3,42.6,15,5,False,17.699999999999996,14.30611757256314,12.026666666666667
6.0,48.1,42.6,15,6,False,17.779999999999994,14.222411891096387,12.15
13.8,48.4,42.6,15,7,False,18.039999999999996,14.11322075218835,10.176666666666668
16.0,49.8,42.6,15,8,False,20.319999999999997,12.188806340245135,10.643333333333334
17.6,52.8,42.6,15,9,False,17.74,10.779053761810443,10.867741935483872
7.6,51.9,42.6,15,10,False,12.199999999999998,5.141984052872941,10.556666666666667
8.4,52.0,42.6,15,11,False,12.679999999999998,4.489097904924736,10.033333333333333
17.7,52.3,42.6,15,12,False,13.459999999999997,5.03765818610192,10.49
1.5,52.7,42.6,15,13,False,10.559999999999999,7.000928509847786,10.3
2.0,52.7,42.6,15,14,False,7.439999999999998,6.540107032763255,10.180000000000001
4.6,53.8,42.6,15,15,False,6.839999999999998,6.658303087123578,9.966666666666667
17.6,54.0,42.6,15,16,False,8.679999999999998,8.272665833937658,10.476666666666667
21.2,53.6,42.6,15,17,False,9.379999999999999,9.30977980405549,11.1
4.0,53.0,42.6,15,18,False,9.879999999999999,8.83583612342372,11.106666666666666
19.9,51.7,42.6,15,19,False,13.459999999999997,8.463332676906875,11.166666666666666
12.7,52.2,42.6,15,20,False,15.079999999999995,6.990493544807817,11.316666666666666
4.8,52.1,42.6,15,21,False,12.519999999999996,8.093639478009855,11.263333333333334
13.0,53.0,42.6,15,22,False,10.879999999999995,6.585362556458039,11.546666666666669
6.8,53.0,42.6,15,23,False,11.439999999999996,5.9416327722268045,11.38
3.7,52.8,42.6,15,24,False,8.199999999999998,4.389191269470884,11.123333333333333
2.5,52.6,42.6,15,25,False,6.1599999999999975,4.137994683418446,11.113333333333335
3.8,52.4,42.6,15,26,False,5.959999999999997,4.2429942257796345,10.877419354838711
14.1,52.5,42.6,15,27,False,6.179999999999997,4.7028714632657485,11.09
5.8,52.7,42.6,15,28,False,5.979999999999997,4.6911619029830245,11.046666666666665
10.2,52.7,42.6,15,29,False,7.279999999999997,4.800729111291261,10.893333333333334
4.6,52.7,42.6,15,30,False,7.6999999999999975,4.348562981031711,10.946666666666667
24.3,54.0,42.7,15,31,False,11.799999999999997,7.936308965759813,11.57
16.1,54.3,42.7,15,32,False,12.199999999999998,8.129268109737778,11.69
6.1,53.7,42.7,15,33,False,12.259999999999998,8.071121359513784,11.74
9.4,53.8,42.7,15,34,False,12.099999999999998,8.12988314799171,11.036666666666665
8.4,54.0,42.7,15,35,False,12.859999999999996,7.398175450744571,10.951612903225806
8.1,54.2,42.7,15,36,False,9.619999999999997,3.81536367860254,10.21
10.6,54.5,42.7,15,37,False,8.519999999999998,1.6694310408038597,10.103333333333333
22.4,56.2,42.7,15,38,False,11.779999999999998,6.016809785924729,10.316666666666666
25.3,55.0,42.7,15,39,False,14.959999999999997,8.23668622687545,10.573333333333332
3.3,55.2,42.7,15,40,False,13.939999999999994,9.474861476559944,10.430000000000001
3.0,54.6,42.7,15,41,False,12.919999999999996,10.481746037755334,10.25
18.7,54.8,42.7,15,42,False,14.539999999999997,10.65800168887206,10.283333333333333
3.0,54.1,42.7,15,43,False,10.659999999999997,10.612398409407723,10.048387096774194
7.0,54.3,42.7,15,44,False,6.999999999999997,6.756108347266156,10.5
3.0,54.0,42.7,15,45,False,6.939999999999998,6.798382160484906,10.446666666666665
25.2,54.3,42.7,15,46,False,11.379999999999997,10.052462384908466,10.7
14.5,53.0,42.7,15,47,False,10.539999999999997,9.444998676548321,10.476666666666667
11.2,52.3,42.7,15,48,False,12.179999999999998,8.470064934816003,10.716666666666667
5.1,53.5,42.7,15,49,False,11.799999999999997,8.796874444937794,10.223333333333333
13.0,52.6,42.7,15,50,False,13.799999999999997,7.306503951959493,10.233333333333333
19.2,53.7,42.7,15,51,False,12.599999999999998,5.136633138545095,10.52258064516129
18.8,54.3,42.7,15,52,False,13.459999999999997,5.845340024327042,10.906666666666666
24.4,53.6,42.7,15,53,False,16.099999999999998,7.3552702193733,11.493333333333332
7.5,53.1,42.7,15,54,False,16.58,6.484751344500401,11.62
7.6,53.6,42.7,15,55,False,15.499999999999996,7.5861716300120525,11.79
15.7,54.2,42.7,15,56,False,14.799999999999997,7.316078184382648,12.186666666666666
3.3,55.9,42.7,15,57,False,11.699999999999998,8.400892809695861,11.826666666666666
10.8,55.3,42.7,15,58,False,8.979999999999995,4.60510586197533,11.993333333333334
7.1,55.7,42.7,15,59,False,8.899999999999995,4.640581860068794,11.889999999999999
6.8,55.9,42.7,16,0,False,8.739999999999998,4.70988322572859,11.725806451612904
10.4,55.9,42.7,16,1,False,7.679999999999997,3.0589213785253655,11.5
7.5,55.9,42.7,16,2,False,8.519999999999998,1.9201562436425694,11.213333333333335
11.2,57.8,42.7,16,3,False,8.599999999999998,2.043281674170143,11.383333333333333
6.3,57.6,42.7,16,4,False,8.439999999999996,2.2142718893576596,11.280000000000001
6.4,57.8,42.7,16,5,False,8.359999999999998,2.2941229260873395,11.213333333333333
7.8,57.8,42.7,16,6,False,7.839999999999998,1.990728509867562,11.203333333333335
6.5,58.2,42.7,16,7,False,7.639999999999998,2.0815859338493614,11.066666666666666
17.5,58.0,42.7,16,8,False,8.899999999999997,4.846132478585326,10.903333333333334
8.8,57.5,42.7,16,9,False,9.399999999999997,4.635191473930669,10.353333333333333
5.1,57.8,42.7,16,10,False,9.139999999999997,4.875756351582753,10.183870967741935
11.4,58.1,42.7,16,11,False,9.859999999999996,4.894180217360163,10.693333333333333
20.3,57.8,42.7,16,12,False,12.619999999999997,6.233538321050063,10.746666666666666
7.1,57.7,42.7,16,13,False,10.539999999999997,5.925622330186053,10.883333333333333
7.3,57.5,42.7,16,14,False,10.239999999999998,6.07190250251102,10.893333333333334
6.3,58.4,42.7,16,15,False,10.479999999999999,5.837122578805382,11.003333333333334
37.0,58.5,42.7,16,16,False,15.599999999999998,13.301127771734235,11.396666666666668
14.1,58.6,42.7,16,17,False,14.359999999999996,13.039861962459561,11.383333333333333
14.1,58.4,42.7,16,18,False,15.76,12.426906292396339,11.48
2.8,57.6,42.7,16,19,False,14.859999999999996,13.323400466847783,11.403333333333334
3.5,58.7,42.7,16,20,False,14.299999999999997,13.822626378514313,11.086666666666668
5.1,58.8,42.7,16,21,False,7.919999999999997,5.702806326713159,10.616666666666667
10.2,58.9,42.7,16,22,False,7.139999999999996,4.849020519651326,10.33
15.5,60.3,42.7,16,23,False,7.419999999999996,5.364419819514467,10.033333333333333
6.0,58.3,42.7,16,24,False,8.059999999999997,4.840764402447163,9.983333333333333
3.0,58.6,42.7,16,25,False,7.959999999999996,4.962156789139137,9.83
20.9,58.5,42.7,16,26,False,11.119999999999996,7.2081204207476794,10.003333333333334
15.1,58.8,42.7,16,27,False,12.099999999999996,7.3827501650807426,10.396666666666667
11.2,59.2,42.7,16,28,False,11.239999999999998,7.133932996601503,10.41
13.1,59.4,42.7,16,29,False,12.659999999999997,6.509454662258564,10.496774193548386
16.0,59.4,42.7,16,30,False,15.259999999999996,3.6582782835645284,10.916666666666666
1.5,58.4,42.7,16,31,False,11.379999999999995,5.826405409856038,10.62
16.1,58.3,42.7,16,32,False,11.579999999999998,6.000583304979585,10.906666666666666
6.6,59.7,42.7,16,33,False,10.659999999999997,6.411941983517918,10.753333333333332
8.5,59.9,42.7,16,34,False,9.739999999999998,6.303411774586813,10.826666666666664
4.5,59.7,42.7,16,35,False,7.439999999999998,5.494360745346049,10.763333333333332
12.9,60.0,42.7,16,36,False,9.719999999999999,4.724616386543956,10.933333333333334
11.5,54.9,42.7,16,37,False,8.799999999999997,3.4467375879227644,11.1
31.8,49.1,42.7,16,38,False,13.839999999999998,10.543623665514612,11.576666666666666
13.1,47.6,42.7,16,39,False,14.759999999999996,10.15470334377129,11.625806451612902
18.0,42.7,42.7,16,40,False,17.459999999999997,8.385284729810902,12.15
3.3,32.0,42.7,16,41,False,15.539999999999997,10.518222283256797,11.879999999999999
3.5,32.7,42.7,16,42,False,13.939999999999998,11.81494815900602,11.32
15.2,33.1,42.7,16,43,False,10.619999999999997,6.816670741645048,11.59
11.7,38.3,42.7,16,44,False,10.339999999999998,6.717365555037156,11.736666666666666
1.3,19.7,42.7,16,45,False,6.999999999999997,6.077828559609059,11.569999999999999
3.0,19.8,42.7,16,46,False,6.939999999999996,6.124785710537106,10.436666666666666
5.8,40.3,42.7,16,47,False,7.399999999999997,5.883451368032164,10.16
3.3,19.4,42.7,16,48,False,5.019999999999997,4.0653413140841534,9.938709677419356
19.0,24.7,42.7,16,49,False,6.479999999999997,7.181016641117017,10.34
10.6,25.0,42.6,16,50,False,8.339999999999996,6.691636571123657,10.576666666666664
2.7,19.6,42.6,16,51,False,8.279999999999998,6.752555071970874,10.496666666666666
1.3,19.6,42.6,16,52,False,7.379999999999997,7.431487065184164,10.2
38.0,9.8,42.6,16,53,False,14.319999999999997,15.00856422180349,10.95
4.5,17.4,42.6,21,13,False,11.419999999999996,15.276681576834665,4.5
2.2,17.2,42.6,21,14,False,9.739999999999998,15.840864875378479,3.35
